가,ㄱㅏᴥ
처음,ㅊㅓᴥㅇㅡㅁᴥ
천,ㅊㅓㄴᴥ
철저,ㅊㅓㄹᴥㅈㅓᴥ
첨가,ㅊㅓㅁᴥㄱㅏᴥ
첫걸음,ㅊㅓㅅᴥㄱㅓㄹᴥㅇㅡㅁᴥ
첫번,ㅊㅓㅅᴥㅂㅓㄴᴥ
첫번째로,ㅊㅓㅅᴥㅂㅓㄴᴥㅉㅐᴥㄹㅗᴥ
청소년,ㅊㅓㅇᴥㅅㅗᴥㄴㅕㄴᴥ
체계,ㅊㅔᴥㄱㅖᴥ
쳇,ㅊㅔㅅᴥ
초기,ㅊㅗᴥㄱㅣᴥ
초등학생,ㅊㅗᴥㄷㅡㅇᴥㅎㅏㄱᴥㅅㅐㅇᴥ
초반,ㅊㅗᴥㅂㅏㄴᴥ
초보,ㅊㅗᴥㅂㅗᴥ
초점,ㅊㅗᴥㅈㅓㅁᴥ
촉진,ㅊㅗㄱᴥㅈㅣㄴᴥ
촌,ㅊㅗㄴᴥ
총,ㅊㅗㅇᴥ
총각,ㅊㅗㅇᴥㄱㅏㄱᴥ
최,ㅊㅚᴥ
최고,ㅊㅚᴥㄱㅗᴥ
최근,ㅊㅚᴥㄱㅡㄴᴥ
최대,ㅊㅚᴥㄷㅐᴥ
최대한,ㅊㅚᴥㄷㅐᴥㅎㅏㄴᴥ
최상위,ㅊㅚᴥㅅㅏㅇᴥㅇㅟᴥ
최소,ㅊㅚᴥㅅㅗᴥ
최소한,ㅊㅚᴥㅅㅗᴥㅎㅏㄴᴥ
최신,ㅊㅚᴥㅅㅣㄴᴥ
최우수,ㅊㅚᴥㅇㅜᴥㅅㅜᴥ
최저,ㅊㅚᴥㅈㅓᴥ
최종,ㅊㅚᴥㅈㅗㅇᴥ
최초,ㅊㅚᴥㅊㅗᴥ
최후,ㅊㅚᴥㅎㅜᴥ
추,ㅊㅜᴥ
추가,ㅊㅜᴥㄱㅏᴥ
추구,ㅊㅜᴥㄱㅜᴥ
추돌,ㅊㅜᴥㄷㅗㄹᴥ
축소,ㅊㅜㄱᴥㅅㅗᴥ
춘,ㅊㅜㄴᴥ
출력,ㅊㅜㄹᴥㄹㅕㄱᴥ
출물,ㅊㅜㄹᴥㅁㅜㄹᴥ
출발,ㅊㅜㄹᴥㅂㅏㄹᴥ
충격,ㅊㅜㅇᴥㄱㅕㄱᴥ
충돌,ㅊㅜㅇᴥㄷㅗㄹᴥ
충실,ㅊㅜㅇᴥㅅㅣㄹᴥ
충족,ㅊㅜㅇᴥㅈㅗㄱᴥ
취급,ㅊㅟᴥㄱㅡㅂᴥ
측면,ㅊㅡㄱᴥㅁㅕㄴᴥ
측정,ㅊㅡㄱᴥㅈㅓㅇᴥ
층,ㅊㅡㅇᴥ
치,ㅊㅣᴥ
친구,ㅊㅣㄴᴥㄱㅜᴥ
칠,ㅊㅣㄹᴥ
칸,ㅋㅏㄴᴥ
캘린더,ㅋㅐㄹᴥㄹㅣㄴᴥㄷㅓᴥ
캡션,ㅋㅐㅂᴥㅅㅕㄴᴥ
컴,ㅋㅓㅁᴥ
코,ㅋㅗᴥ
콸콸,ㅋㅘㄹᴥㅋㅘㄹᴥ
쿵,ㅋㅜㅇᴥ
쿼터,ㅋㅝᴥㅌㅓᴥ
퀴즈,ㅋㅟᴥㅈㅡᴥ
퀸,ㅋㅟㄴᴥ
크기,ㅋㅡᴥㄱㅣᴥ
키,ㅋㅣᴥ
킹,ㅋㅣㅇᴥ
타다,ㅌㅏᴥㄷㅏᴥ
타인,ㅌㅏᴥㅇㅣㄴᴥ
타임,ㅌㅏᴥㅇㅣㅁᴥ
탓,ㅌㅏㅅᴥ
택시,ㅌㅐㄱᴥㅅㅣᴥ
터,ㅌㅓᴥ
테스트,ㅌㅔᴥㅅㅡᴥㅌㅡᴥ
토대,ㅌㅗᴥㄷㅐᴥ
토리,ㅌㅗᴥㄹㅣᴥ
토지,ㅌㅗᴥㅈㅣᴥ
토하다,ㅌㅗᴥㅎㅏᴥㄷㅏᴥ
톤,ㅌㅗㄴᴥ
통과,ㅌㅗㅇᴥㄱㅘᴥ
통제,ㅌㅗㅇᴥㅈㅔᴥ
통하,ㅌㅗㅇᴥㅎㅏᴥ
통하여,ㅌㅗㅇᴥㅎㅏᴥㅇㅕᴥ
통합,ㅌㅗㅇᴥㅎㅏㅂᴥ
투두,ㅌㅜᴥㄷㅜᴥ
툭,ㅌㅜㄱᴥ
퉤,ㅌㅞᴥ
트,ㅌㅡᴥ
트시,ㅌㅡᴥㅅㅣᴥ
특별,ㅌㅡㄱᴥㅂㅕㄹᴥ
특성,ㅌㅡㄱᴥㅅㅓㅇᴥ
특수,ㅌㅡㄱᴥㅅㅜᴥ
특정,ㅌㅡㄱᴥㅈㅓㅇᴥ
특징,ㅌㅡㄱᴥㅈㅣㅇᴥ
틀,ㅌㅡㄹᴥ
틈타,ㅌㅡㅁᴥㅌㅏᴥ
팀,ㅌㅣㅁᴥ
파,ㅍㅏᴥ
파악,ㅍㅏᴥㅇㅏㄱᴥ
파일,ㅍㅏᴥㅇㅣㄹᴥ
팍,ㅍㅏㄱᴥ
판,ㅍㅏㄴᴥ
판단,ㅍㅏㄴᴥㄷㅏㄴᴥ
판매,ㅍㅏㄴᴥㅁㅐᴥ
팔,ㅍㅏㄹᴥ
퍽,ㅍㅓㄱᴥ
펄렁,ㅍㅓㄹᴥㄹㅓㅇᴥ
편리,ㅍㅕㄴᴥㄹㅣᴥ
편의,ㅍㅕㄴᴥㅇㅢᴥ
평가,ㅍㅕㅇᴥㄱㅏᴥ
평균,ㅍㅕㅇᴥㄱㅠㄴᴥ
평면,ㅍㅕㅇᴥㅁㅕㄴᴥ
포괄,ㅍㅗᴥㄱㅘㄹᴥ
포함,ㅍㅗᴥㅎㅏㅁᴥ
표,ㅍㅛᴥ
표시,ㅍㅛᴥㅅㅣᴥ
표준,ㅍㅛᴥㅈㅜㄴᴥ
표출,ㅍㅛᴥㅊㅜㄹᴥ
표현,ㅍㅛᴥㅎㅕㄴᴥ
품,ㅍㅜㅁᴥ
품목,ㅍㅜㅁᴥㅁㅗㄱᴥ
필,ㅍㅣㄹᴥ
필수,ㅍㅣㄹᴥㅅㅜᴥ
필연,ㅍㅣㄹᴥㅇㅕㄴᴥ
필요,ㅍㅣㄹᴥㅇㅛᴥ
하,ㅎㅏᴥ
하게될것이다,ㅎㅏᴥㄱㅔᴥㄷㅚㄹᴥㄱㅓㅅᴥㅇㅣᴥㄷㅏᴥ
하게하다,ㅎㅏᴥㄱㅔᴥㅎㅏᴥㄷㅏᴥ
하겠는가,ㅎㅏᴥㄱㅔㅆᴥㄴㅡㄴᴥㄱㅏᴥ
하고있었다,ㅎㅏᴥㄱㅗᴥㅇㅣㅆᴥㅇㅓㅆᴥㄷㅏᴥ
하곤하였다,ㅎㅏᴥㄱㅗㄴᴥㅎㅏᴥㅇㅕㅆᴥㄷㅏᴥ
하기,ㅎㅏᴥㄱㅣᴥ
하나,ㅎㅏᴥㄴㅏᴥ
하는,ㅎㅏᴥㄴㅡㄴᴥ
하는것만,ㅎㅏᴥㄴㅡㄴᴥㄱㅓㅅᴥㅁㅏㄴᴥ
하는것이,ㅎㅏᴥㄴㅡㄴᴥㄱㅓㅅᴥㅇㅣᴥ
하는바,ㅎㅏᴥㄴㅡㄴᴥㅂㅏᴥ
하더라도,ㅎㅏᴥㄷㅓᴥㄹㅏᴥㄷㅗᴥ
하도록시키다,ㅎㅏᴥㄷㅗᴥㄹㅗㄱᴥㅅㅣᴥㅋㅣᴥㄷㅏᴥ
하도록하다,ㅎㅏᴥㄷㅗᴥㄹㅗㄱᴥㅎㅏᴥㄷㅏᴥ
하려고하다,ㅎㅏᴥㄹㅕᴥㄱㅗᴥㅎㅏᴥㄷㅏᴥ
하루,ㅎㅏᴥㄹㅜᴥ
하마터면,ㅎㅏᴥㅁㅏᴥㅌㅓᴥㅁㅕㄴᴥ
하면된다,ㅎㅏᴥㅁㅕㄴᴥㄷㅚㄴᴥㄷㅏᴥ
하면서,ㅎㅏᴥㅁㅕㄴᴥㅅㅓᴥ
하물며,ㅎㅏᴥㅁㅜㄹᴥㅁㅕᴥ
하부,ㅎㅏᴥㅂㅜᴥ
하여금,ㅎㅏᴥㅇㅕᴥㄱㅡㅁᴥ
하여야,ㅎㅏᴥㅇㅕᴥㅇㅑᴥ
하위,ㅎㅏᴥㅇㅟᴥ
하인,ㅎㅏᴥㅇㅣㄴᴥ
하자마자,ㅎㅏᴥㅈㅏᴥㅁㅏᴥㅈㅏᴥ
하지,ㅎㅏᴥㅈㅣᴥ
하지마,ㅎㅏᴥㅈㅣᴥㅁㅏᴥ
하지마라,ㅎㅏᴥㅈㅣᴥㅁㅏᴥㄹㅏᴥ
하지만,ㅎㅏᴥㅈㅣᴥㅁㅏㄴᴥ
하하,ㅎㅏᴥㅎㅏᴥ
학교,ㅎㅏㄱᴥㄱㅛᴥ
학문,ㅎㅏㄱᴥㅁㅜㄴᴥ
학생,ㅎㅏㄱᴥㅅㅐㅇᴥ
한,ㅎㅏㄴᴥ
한계,ㅎㅏㄴᴥㄱㅖᴥ
한국인,ㅎㅏㄴᴥㄱㅜㄱᴥㅇㅣㄴᴥ
한다면,ㅎㅏㄴᴥㄷㅏᴥㅁㅕㄴᴥ
한데,ㅎㅏㄴᴥㄷㅔᴥ
한적이있다,ㅎㅏㄴᴥㅈㅓㄱᴥㅇㅣᴥㅇㅣㅆᴥㄷㅏᴥ
한편,ㅎㅏㄴᴥㅍㅕㄴᴥ
할,ㅎㅏㄹᴥ
할당,ㅎㅏㄹᴥㄷㅏㅇᴥ
할때,ㅎㅏㄹᴥㄸㅐᴥ
할만하다,ㅎㅏㄹᴥㅁㅏㄴᴥㅎㅏᴥㄷㅏᴥ
할망정,ㅎㅏㄹᴥㅁㅏㅇᴥㅈㅓㅇᴥ
할머니,ㅎㅏㄹᴥㅁㅓᴥㄴㅣᴥ
할뿐,ㅎㅏㄹᴥㅃㅜㄴᴥ
할수있다,ㅎㅏㄹᴥㅅㅜᴥㅇㅣㅆᴥㄷㅏᴥ
할수있어,ㅎㅏㄹᴥㅅㅜᴥㅇㅣㅆᴥㅇㅓᴥ
할아버지,ㅎㅏㄹᴥㅇㅏᴥㅂㅓᴥㅈㅣᴥ
할줄알다,ㅎㅏㄹᴥㅈㅜㄹᴥㅇㅏㄹᴥㄷㅏᴥ
할지라도,ㅎㅏㄹᴥㅈㅣᴥㄹㅏᴥㄷㅗᴥ
할지언정,ㅎㅏㄹᴥㅈㅣᴥㅇㅓㄴᴥㅈㅓㅇᴥ
함,ㅎㅏㅁᴥ
함께,ㅎㅏㅁᴥㄲㅔᴥ
합,ㅎㅏㅂᴥ
합격,ㅎㅏㅂᴥㄱㅕㄱᴥ
합리,ㅎㅏㅂᴥㄹㅣᴥ
합불,ㅎㅏㅂᴥㅂㅜㄹᴥ
항,ㅎㅏㅇᴥ
항목,ㅎㅏㅇᴥㅁㅗㄱᴥ
항상,ㅎㅏㅇᴥㅅㅏㅇᴥ
해,ㅎㅐᴥ
해결,ㅎㅐᴥㄱㅕㄹᴥ
해당,ㅎㅐᴥㄷㅏㅇᴥ
해도,ㅎㅐᴥㄷㅗᴥ
해도된다,ㅎㅐᴥㄷㅗᴥㄷㅚㄴᴥㄷㅏᴥ
해도좋다,ㅎㅐᴥㄷㅗᴥㅈㅗㅎᴥㄷㅏᴥ
해봐요,ㅎㅐᴥㅂㅘᴥㅇㅛᴥ
해석,ㅎㅐᴥㅅㅓㄱᴥ
해소,ㅎㅐᴥㅅㅗᴥ
해야한다,ㅎㅐᴥㅇㅑᴥㅎㅏㄴᴥㄷㅏᴥ
해요,ㅎㅐᴥㅇㅛᴥ
핵심,ㅎㅐㄱᴥㅅㅣㅁᴥ
했,ㅎㅐㅆᴥ
했어요,ㅎㅐㅆᴥㅇㅓᴥㅇㅛᴥ
행동,ㅎㅐㅇᴥㄷㅗㅇᴥ
행사,ㅎㅐㅇᴥㅅㅏᴥ
행위,ㅎㅐㅇᴥㅇㅟᴥ
향하다,ㅎㅑㅇᴥㅎㅏᴥㄷㅏᴥ
향하여,ㅎㅑㅇᴥㅎㅏᴥㅇㅕᴥ
향해서,ㅎㅑㅇᴥㅎㅐᴥㅅㅓᴥ
허,ㅎㅓᴥ
허걱,ㅎㅓᴥㄱㅓㄱᴥ
허용,ㅎㅓᴥㅇㅛㅇᴥ
허허,ㅎㅓᴥㅎㅓᴥ
헉,ㅎㅓㄱᴥ
헉헉,ㅎㅓㄱᴥㅎㅓㄱᴥ
헐떡헐떡,ㅎㅓㄹᴥㄸㅓㄱᴥㅎㅓㄹᴥㄸㅓㄱᴥ
혁신,ㅎㅕㄱᴥㅅㅣㄴᴥ
현대,ㅎㅕㄴᴥㄷㅐᴥ
현상,ㅎㅕㄴᴥㅅㅏㅇᴥ
현실,ㅎㅕㄴᴥㅅㅣㄹᴥ
현재,ㅎㅕㄴᴥㅈㅐᴥ
형,ㅎㅕㅇᴥ
형성,ㅎㅕㅇᴥㅅㅓㅇᴥ
형식,ㅎㅕㅇᴥㅅㅣㄱᴥ
형식으로,ㅎㅕㅇᴥㅅㅣㄱᴥㅇㅡᴥㄹㅗᴥ
형제,ㅎㅕㅇᴥㅈㅔᴥ
형태,ㅎㅕㅇᴥㅌㅐᴥ
호,ㅎㅗᴥ
호명,ㅎㅗᴥㅁㅕㅇᴥ
호출,ㅎㅗᴥㅊㅜㄹᴥ
혹시,ㅎㅗㄱᴥㅅㅣᴥ
혹은,ㅎㅗㄱᴥㅇㅡㄴᴥ
혼,ㅎㅗㄴᴥ
혼동,ㅎㅗㄴᴥㄷㅗㅇᴥ
혼자,ㅎㅗㄴᴥㅈㅏᴥ
혼합,ㅎㅗㄴᴥㅎㅏㅂᴥ
화,ㅎㅘᴥ
화려,ㅎㅘᴥㄹㅕᴥ
화면,ㅎㅘᴥㅁㅕㄴᴥ
확대,ㅎㅘㄱᴥㄷㅐᴥ
확립,ㅎㅘㄱᴥㄹㅣㅂᴥ
확보,ㅎㅘㄱᴥㅂㅗᴥ
확인,ㅎㅘㄱᴥㅇㅣㄴᴥ
확장,ㅎㅘㄱᴥㅈㅏㅇᴥ
환경,ㅎㅘㄴᴥㄱㅕㅇᴥ
활동,ㅎㅘㄹᴥㄷㅗㅇᴥ
활용,ㅎㅘㄹᴥㅇㅛㅇᴥ
황,ㅎㅘㅇᴥ
회사,ㅎㅚᴥㅅㅏᴥ
효과,ㅎㅛᴥㄱㅘᴥ
후,ㅎㅜᴥ
후기,ㅎㅜᴥㄱㅣᴥ
후략,ㅎㅜᴥㄹㅑㄱᴥ
후반,ㅎㅜᴥㅂㅏㄴᴥ
후방,ㅎㅜᴥㅂㅏㅇᴥ
훨씬,ㅎㅝㄹᴥㅆㅣㄴᴥ
휘익,ㅎㅟᴥㅇㅣㄱᴥ
휴,ㅎㅠᴥ
흐름,ㅎㅡᴥㄹㅡㅁᴥ
흐흐,ㅎㅡᴥㅎㅡᴥ
흥,ㅎㅡㅇᴥ
힘,ㅎㅣㅁᴥ
힘입어,ㅎㅣㅁᴥㅇㅣㅂᴥㅇㅓᴥ
